ID,NAME,Date,Time,Record identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind
AL041947 1400,            UNNAMED,19470919,1400, L, HU,29.6,-89.5,95
AL041947 1800,            UNNAMED,19470919,1800,  , HU,30.1,-90.7,80
AL041947 0000,            UNNAMED,19470920, 0000,  , TS,30.8,-92.2,60
AL041947 0600,            UNNAMED,19470920, 0600,  , TS,31.6,-93.7,40
AL041947 1200,            UNNAMED,19470920,1200,  , TS,32.7,-95.2,35
AL041947 1800,            UNNAMED,19470920,1800,  , TD,33.7,-95.9,30
AL041947 0000,            UNNAMED,19470921, 0000,  , TD,35,-95,25
AL041947 0600,            UNNAMED,19470921, 0600,  , TD,36.4,-93.3,20
AL041947 1200,            UNNAMED,19470921,1200,  , EX,38,-91.5,20
AL051947 0000,            UNNAMED,19470907, 0000,  , TD,27.7,-85.6,25
AL051947 0600,            UNNAMED,19470907, 0600,  , TD,27.9,-86.1,25
AL051947 1200,            UNNAMED,19470907,1200,  , TD,28.2,-86.7,30
AL051947 1800,            UNNAMED,19470907,1800,  , TS,28.5,-87.3,35
AL051947 0000,            UNNAMED,19470908, 0000,  , TS,29,-87.6,40
AL051947 0600,            UNNAMED,19470908, 0600,  , TS,29.5,-87.7,50
AL051947 1200,            UNNAMED,19470908,1200,  , TS,30,-88,45
AL051947 1400,            UNNAMED,19470908,1400, L, TS,30.3,-88.2,45
AL051947 1800,            UNNAMED,19470908,1800,  , TS,30.7,-88.7,35
AL051947 0000,            UNNAMED,19470909, 0000,  , TD,31.5,-89.5,25
AL061947 0600,            UNNAMED,19470920, 0600,  , TS,19.2,-77.7,35
AL061947 1200,            UNNAMED,19470920,1200,  , TS,19.5,-78.7,35
AL061947 1800,            UNNAMED,19470920,1800,  , TS,19.7,-79.4,35
AL061947 0000,            UNNAMED,19470921, 0000,  , TS,19.9,-80,35
AL061947 0600,            UNNAMED,19470921, 0600,  , TS,20.2,-80.6,40
AL061947 1200,            UNNAMED,19470921,1200,  , TS,20.5,-81.2,40
AL061947 1800,            UNNAMED,19470921,1800,  , TS,21.1,-82,45
AL061947 2200,            UNNAMED,19470921,2200, L, TS,21.6,-82.6,45
AL061947 0000,            UNNAMED,19470922, 0000,  , TS,22,-82.8,45
AL061947 0300,            UNNAMED,19470922, 0300, L, TS,22.5,-83.1,45
AL061947 0600,            UNNAMED,19470922, 0600,  , TS,23,-83.3,45
AL061947 1200,            UNNAMED,19470922,1200,  , TS,23.8,-83.4,45
AL061947 1800,            UNNAMED,19470922,1800,  , TS,24.7,-83.4,50
AL061947 0000,            UNNAMED,19470923, 0000,  , TS,25.7,-83.4,50
AL061947 0600,            UNNAMED,19470923, 0600,  , TS,26.7,-83.4,50
AL061947 1200,            UNNAMED,19470923,1200,  , TS,27.6,-83.2,55
AL061947 1800,            UNNAMED,19470923,1800,  , TS,28.5,-82.9,55
AL061947 2200,            UNNAMED,19470923,2200, L, TS,28.9,-82.7,55
AL061947 0000,            UNNAMED,19470924, 0000,  , EX,29.4,-82.6,50
AL061947 0600,            UNNAMED,19470924, 0600,  , EX,30.7,-82.1,45
AL061947 1200,            UNNAMED,19470924,1200,  , EX,32.4,-81.2,40
AL061947 1800,            UNNAMED,19470924,1800,  , EX,33.6,-80.2,40
AL061947 0000,            UNNAMED,19470925, 0000,  , EX,34.6,-78.8,35
AL061947 0600,            UNNAMED,19470925, 0600,  , EX,35.6,-76.9,35
AL061947 1200,            UNNAMED,19470925,1200,  , EX,36.6,-74.8,40
AL061947 1800,            UNNAMED,19470925,1800,  , EX,37.3,-72.3,35
AL061947 0000,            UNNAMED,19470926, 0000,  , EX,38,-68.3,35
AL071947 1800,            UNNAMED,19471005,1800,  , EX,25,-78.5,25
AL071947 0000,            UNNAMED,19471006, 0000,  , EX,25.9,-78.1,30
AL071947 0600,            UNNAMED,19471006, 0600,  , EX,26.8,-78,35
AL071947 1200,            UNNAMED,19471006,1200,  , EX,27.8,-78.1,35
AL071947 1800,            UNNAMED,19471006,1800,  , EX,28.8,-78.6,45
AL071947 0000,            UNNAMED,19471007, 0000,  , TS,30.2,-80,50
AL071947 0400,            UNNAMED,19471007, 0400, L, TS,30.8,-81.5,50
AL071947 0600,            UNNAMED,19471007, 0600,  , TS,30.9,-82.1,45
AL071947 1200,            UNNAMED,19471007,1200,  , TD,30.6,-84.9,30
AL071947 1800,            UNNAMED,19471007,1800,  , TD,30.3,-86,30
AL071947 0000,            UNNAMED,19471008, 0000,  , TD,29.6,-84.5,25
AL071947 0600,            UNNAMED,19471008, 0600,  , TD,30,-83.8,25
AL071947 1200,            UNNAMED,19471008,1200,  , TD,31.2,-83.4,20
AL071947 1800,            UNNAMED,19471008,1800,  , TD,32.5,-83.2,20
AL071947 0000,            UNNAMED,19471009, 0000,  , TD,33.5,-83,20
AL071947 0600,            UNNAMED,19471009, 0600,  , TD,34,-82.6,20
AL081947 0000,            UNNAMED,19471008, 0000,  , TS,34.7,-42.8,40
AL081947 0600,            UNNAMED,19471008, 0600,  , TS,35.1,-42.5,45
AL081947 1200,            UNNAMED,19471008,1200,  , TS,35.5,-42.2,50
AL081947 1800,            UNNAMED,19471008,1800,  , TS,35.9,-41.9,50
AL081947 0000,            UNNAMED,19471009, 0000,  , TS,36.3,-41.7,50
AL081947 0600,            UNNAMED,19471009, 0600,  , TS,36.7,-41.5,50
AL081947 1200,            UNNAMED,19471009,1200,  , TS,37,-41,50
AL081947 1800,            UNNAMED,19471009,1800,  , TS,37.4,-40.2,50
AL081947 0000,            UNNAMED,19471010, 0000,  , TS,37.7,-39.2,50
AL081947 0600,            UNNAMED,19471010, 0600,  , TS,38,-38,50
AL081947 1200,            UNNAMED,19471010,1200,  , TS,38.3,-36.8,50
AL081947 1800,            UNNAMED,19471010,1800,  , TS,38.6,-35.5,50
AL081947 0000,            UNNAMED,19471011, 0000,  , EX,39.1,-34,45
AL091947 1800,            UNNAMED,19471008,1800,  , TD,13.5,-82.3,25
AL091947 0000,            UNNAMED,19471009, 0000,  , TD,14.2,-82.5,25
AL091947 0600,            UNNAMED,19471009, 0600,  , TD,14.9,-82.7,30
AL091947 1200,            UNNAMED,19471009,1200,  , TD,15.6,-83,30
AL091947 1800,            UNNAMED,19471009,1800,  , TS,16.4,-83.3,35
AL091947 0000,            UNNAMED,19471010, 0000,  , TS,17.2,-83.5,40
AL091947 0600,            UNNAMED,19471010, 0600,  , TS,18.1,-83.7,40
AL091947 1200,            UNNAMED,19471010,1200,  , TS,19.1,-84,45
AL091947 1800,            UNNAMED,19471010,1800,  , TS,20.1,-84.1,50
AL091947 0000,            UNNAMED,19471011, 0000,  , TS,21.1,-83.9,55
AL091947 0600,            UNNAMED,19471011, 0600,  , TS,22.1,-83.7,55
AL091947 0700,            UNNAMED,19471011, 0700, L, TS,22.2,-83.6,55
AL091947 1200,            UNNAMED,19471011,1200,  , TS,23.2,-83.4,60
AL091947 1800,            UNNAMED,19471011,1800,  , HU,24.3,-82.9,75
AL091947 0000,            UNNAMED,19471012, 0000,  , HU,25.2,-81.8,80
AL091947 0200,            UNNAMED,19471012, 0200, L, HU,25.4,-81.2,80
AL091947 0600,            UNNAMED,19471012, 0600,  , HU,25.8,-80.5,70
AL091947 1200,            UNNAMED,19471012,1200,  , HU,26.6,-79.5,70
AL091947 1800,            UNNAMED,19471012,1800,  , HU,27.3,-78.5,65
AL091947 0000,            UNNAMED,19471013, 0000,  , TS,28.1,-77.2,60
AL091947 0600,            UNNAMED,19471013, 0600,  , TS,29.3,-75.8,60
AL091947 1200,            UNNAMED,19471013,1200,  , HU,30.6,-75,65
AL091947 1800,            UNNAMED,19471013,1800,  , HU,31.6,-74.9,70
AL091947 0000,            UNNAMED,19471014, 0000,  , HU,32.1,-75.6,70
AL091947 0600,            UNNAMED,19471014, 0600,  , HU,32.3,-76.4,75
AL091947 1200,            UNNAMED,19471014,1200,  , HU,32.1,-77.1,75
AL091947 1800,            UNNAMED,19471014,1800,  , HU,31.9,-77.6,80
AL091947 0000,            UNNAMED,19471015, 0000,  , HU,31.7,-78.4,85
AL091947 0600,            UNNAMED,19471015, 0600,  , HU,31.6,-79.5,90
AL091947 1100,            UNNAMED,19471015,1100, L, HU,31.8,-80.9,90
AL091947 1200,            UNNAMED,19471015,1200,  , HU,31.8,-81.1,90
AL091947 1800,            UNNAMED,19471015,1800,  , TS,31.6,-83.1,55
AL091947 0000,            UNNAMED,19471016, 0000,  , TS,31.3,-83.9,40
AL091947 0600,            UNNAMED,19471016, 0600,  , TD,31.1,-84.5,30
AL091947 1200,            UNNAMED,19471016,1200,  , TD,31.8,-85.2,25
AL091947 1800,            UNNAMED,19471016,1800,  , TD,32.5,-86.3,25
AL101947 0000,            UNNAMED,19471017, 0000,  , TS,19,-63.2,35
AL101947 0600,            UNNAMED,19471017, 0600,  , TS,19.5,-64.7,40
AL101947 1200,            UNNAMED,19471017,1200,  , TS,20,-66.2,45
AL101947 1800,            UNNAMED,19471017,1800,  , TS,20.7,-67.5,50
AL101947 0000,            UNNAMED,19471018, 0000,  , TS,21.4,-68.7,60
AL101947 0600,            UNNAMED,19471018, 0600,  , HU,22.1,-69.6,65
AL101947 1200,            UNNAMED,19471018,1200,  , HU,22.8,-70.2,70
AL101947 1800,            UNNAMED,19471018,1800,  , HU,23.7,-70.4,80
AL101947 0000,            UNNAMED,19471019, 0000,  , HU,24.7,-70.5,85
AL101947 0600,            UNNAMED,19471019, 0600,  , HU,25.9,-70.2,90
AL101947 1200,            UNNAMED,19471019,1200,  , HU,27.3,-69.9,100
AL101947 1800,            UNNAMED,19471019,1800,  , HU,28.6,-69.2,105
AL101947 0000,            UNNAMED,19471020, 0000,  , HU,29.9,-68.1,105
AL101947 0600,            UNNAMED,19471020, 0600,  , HU,31.3,-66.9,105
AL101947 1200,            UNNAMED,19471020,1200,  , HU,32.7,-65.7,100
AL101947 1800,            UNNAMED,19471020,1800,  , HU,33.7,-65.1,100
AL101947 0000,            UNNAMED,19471021, 0000,  , HU,34.8,-64,95
AL101947 0600,            UNNAMED,19471021, 0600,  , HU,36.1,-61.4,90
AL101947 1200,            UNNAMED,19471021,1200,  , HU,37.5,-59,85
AL101947 1800,            UNNAMED,19471021,1800,  , HU,38.4,-56.6,85
AL101947 0000,            UNNAMED,19471022, 0000,  , HU,39,-52,80
AL101947 0600,            UNNAMED,19471022, 0600,  , EX,39.5,-47,65
AL011948 0600,            UNNAMED,19480522, 0600,  , TD,17.1,-73.2,30
AL011948 1200,            UNNAMED,19480522,1200,  , TD,18.2,-73.1,30
AL011948 1800,            UNNAMED,19480522,1800,  , TD,19.3,-73,30
AL011948 0000,            UNNAMED,19480523, 0000,  , TD,20.4,-72.9,30
AL011948 0600,            UNNAMED,19480523, 0600,  , TD,21.4,-72.7,30
AL011948 1200,            UNNAMED,19480523,1200,  , TD,22.4,-72.3,30
AL011948 1800,            UNNAMED,19480523,1800,  , TD,23.4,-71.6,30
AL011948 0000,            UNNAMED,19480524, 0000,  , TD,24.4,-70.6,30
AL011948 0600,            UNNAMED,19480524, 0600,  , TD,25.4,-69.6,30
AL011948 1200,            UNNAMED,19480524,1200,  , TS,26.3,-69,35
AL011948 1800,            UNNAMED,19480524,1800,  , TS,27.2,-68.8,35
AL011948 0000,            UNNAMED,19480525, 0000,  , TS,28.1,-68.7,40
AL011948 0600,            UNNAMED,19480525, 0600,  , TS,28.9,-68.9,40
AL011948 1200,            UNNAMED,19480525,1200,  , TS,29.4,-69,45
AL011948 1800,            UNNAMED,19480525,1800,  , TS,29.7,-69,45
AL011948 0000,            UNNAMED,19480526, 0000,  , TS,29.7,-68.9,45
AL011948 0600,            UNNAMED,19480526, 0600,  , TS,29.5,-68.8,45
AL011948 1200,            UNNAMED,19480526,1200,  , TS,29.5,-68.6,45
AL011948 1800,            UNNAMED,19480526,1800,  , TS,29.7,-68.4,40
AL011948 0000,            UNNAMED,19480527, 0000,  , TS,30.1,-68.2,40
AL011948 0600,            UNNAMED,19480527, 0600,  , TS,30.6,-68.1,40
AL011948 1200,            UNNAMED,19480527,1200,  , TS,31.3,-68,40
AL011948 1800,            UNNAMED,19480527,1800,  , TS,32,-68.2,40
AL011948 0000,            UNNAMED,19480528, 0000,  , TS,32.8,-68.5,35
AL011948 0600,            UNNAMED,19480528, 0600,  , TD,33.7,-68.8,30
AL011948 1200,            UNNAMED,19480528,1200,  , TD,34.6,-69,30
AL011948 1800,            UNNAMED,19480528,1800,  , TD,35.4,-69,25
AL011948 0000,            UNNAMED,19480529, 0000,  , TD,36.1,-69,25
AL021948 1800,            UNNAMED,19480707,1800,  , TD,27.5,-89.4,30
AL021948 0000,            UNNAMED,19480708, 0000,  , TD,27.6,-89.4,30
AL021948 0600,            UNNAMED,19480708, 0600,  , TD,27.7,-89.4,30
AL021948 1200,            UNNAMED,19480708,1200,  , TD,28,-89.2,30
AL021948 1800,            UNNAMED,19480708,1800,  , TD,28.5,-88.8,30
AL021948 0000,            UNNAMED,19480709, 0000,  , TS,29.2,-88.2,35
AL021948 0600,            UNNAMED,19480709, 0600,  , TS,30.2,-87.4,35
AL021948 0700,            UNNAMED,19480709, 0700, L, TS,30.3,-87.3,35
AL021948 1200,            UNNAMED,19480709,1200,  , TS,30.8,-86.9,35
AL021948 1800,            UNNAMED,19480709,1800,  , TD,31.3,-86.6,30
AL021948 0000,            UNNAMED,19480710, 0000,  , TD,31.8,-86.6,30
AL021948 0600,            UNNAMED,19480710, 0600,  , TD,32.3,-86.5,30
AL021948 1200,            UNNAMED,19480710,1200,  , TD,32.7,-86.3,25
AL021948 1800,            UNNAMED,19480710,1800,  , TD,33.3,-86.3,25
AL021948 0000,            UNNAMED,19480711, 0000,  , TD,34,-86.5,20
AL021948 0600,            UNNAMED,19480711, 0600,  , TD,34.6,-86.6,20
AL021948 1200,            UNNAMED,19480711,1200,  , TD,35.2,-86.6,15
AL021948 1800,            UNNAMED,19480711,1800,  , TD,35.8,-86.6,15
AL031948 0000,            UNNAMED,19480826, 0000,  , TS,20.4,-60.6,55
AL031948 0600,            UNNAMED,19480826, 0600,  , TS,21.3,-61.6,60
AL031948 1200,            UNNAMED,19480826,1200,  , HU,22.2,-62.6,65
AL031948 1800,            UNNAMED,19480826,1800,  , HU,23,-63.6,70
AL031948 0000,            UNNAMED,19480827, 0000,  , HU,23.8,-64.5,75
AL031948 0600,            UNNAMED,19480827, 0600,  , HU,24.7,-65.4,80
AL031948 1200,            UNNAMED,19480827,1200,  , HU,25.5,-66.3,85
AL031948 1800,            UNNAMED,19480827,1800,  , HU,26.3,-67.2,90
AL031948 0000,            UNNAMED,19480828, 0000,  , HU,26.8,-68.1,95
AL031948 0600,            UNNAMED,19480828, 0600,  , HU,27.2,-68.9,95
AL031948 1200,            UNNAMED,19480828,1200,  , HU,27.6,-69.7,100
AL031948 1800,            UNNAMED,19480828,1800,  , HU,28.1,-70.6,105
AL031948 0000,            UNNAMED,19480829, 0000,  , HU,28.6,-71.5,105
AL031948 0600,            UNNAMED,19480829, 0600,  , HU,28.9,-72.3,105
AL031948 1200,            UNNAMED,19480829,1200,  , HU,29.1,-73.1,100
AL031948 1800,            UNNAMED,19480829,1800,  , HU,29.5,-73.9,100
AL031948 0000,            UNNAMED,19480830, 0000,  , HU,30,-74.5,95
AL031948 0600,            UNNAMED,19480830, 0600,  , HU,30.6,-74.9,95
AL031948 1200,            UNNAMED,19480830,1200,  , HU,31.2,-75.2,90
AL031948 1800,            UNNAMED,19480830,1800,  , HU,31.9,-75.3,85
AL031948 0000,            UNNAMED,19480831, 0000,  , HU,32.6,-74.9,80
AL031948 0600,            UNNAMED,19480831, 0600,  , HU,33.3,-74.4,75
AL031948 1200,            UNNAMED,19480831,1200,  , HU,34.2,-73.3,70
AL031948 1800,            UNNAMED,19480831,1800,  , HU,35.3,-71.6,70
AL031948 0000,            UNNAMED,19480901, 0000,  , HU,37,-68.7,65
AL031948 0600,            UNNAMED,19480901, 0600,  , TS,39,-65.1,60
AL031948 1200,            UNNAMED,19480901,1200,  , EX,41,-62,60
AL031948 1800,            UNNAMED,19480901,1800,  , EX,42.9,-59.4,60
AL031948 0000,            UNNAMED,19480902, 0000,  , EX,45,-57.4,55
AL031948 0600,            UNNAMED,19480902, 0600,  , EX,48,-56,55
AL031948 1200,            UNNAMED,19480902,1200,  , EX,51,-54,50
AL031948 1800,            UNNAMED,19480902,1800,  , EX,52.8,-52,50
AL031948 0000,            UNNAMED,19480903, 0000,  , EX,53.8,-50,50
AL031948 0600,            UNNAMED,19480903, 0600,  , EX,54.9,-47.8,50
AL031948 1200,            UNNAMED,19480903,1200,  , EX,56,-45.5,50
AL031948 1800,            UNNAMED,19480903,1800,  , EX,57,-43.5,50
AL031948 0000,            UNNAMED,19480904, 0000,  , EX,58,-41.8,45
AL031948 0600,            UNNAMED,19480904, 0600,  , EX,58.9,-40,45
AL031948 1200,            UNNAMED,19480904,1200,  , EX,59.8,-38.2,40
AL031948 1800,            UNNAMED,19480904,1800,  , EX,60.6,-35.8,40
AL031948 0000,            UNNAMED,19480905, 0000,  , EX,61.3,-32.5,35
AL031948 0600,            UNNAMED,19480905, 0600,  , EX,61.9,-28,35
AL031948 1200,            UNNAMED,19480905,1200,  , EX,62.5,-23,30
AL031948 1800,            UNNAMED,19480905,1800,  , EX,63,-17,30
AL041948 1800,            UNNAMED,19480830,1800,  , TS,12.9,-55.4,50
AL041948 0000,            UNNAMED,19480831, 0000,  , TS,13.1,-56.6,50
AL041948 0600,            UNNAMED,19480831, 0600,  , TS,13.3,-57.8,50
AL041948 1200,            UNNAMED,19480831,1200,  , TS,13.5,-59,45
AL041948 1800,            UNNAMED,19480831,1800,  , TS,13.7,-60.2,40
AL041948 2200,            UNNAMED,19480831,2200, L, TS,13.8,-60.9,40
AL041948 0000,            UNNAMED,19480901, 0000,  , TS,13.9,-61.3,40
AL041948 0600,            UNNAMED,19480901, 0600,  , TS,14.1,-62.3,35
AL041948 1200,            UNNAMED,19480901,1200,  , TD,14.2,-63.1,30
AL041948 1800,            UNNAMED,19480901,1800,  , TD,14.3,-64,25
AL051948 1800,            UNNAMED,19480901,1800,  , TD,24.3,-94.8,25
AL051948 0000,            UNNAMED,19480902, 0000,  , TD,24.3,-94.8,30
AL051948 0600,            UNNAMED,19480902, 0600,  , TD,24.3,-94.8,30
AL051948 1200,            UNNAMED,19480902,1200,  , TS,24.3,-94.7,35
AL051948 1800,            UNNAMED,19480902,1800,  , TS,24.3,-94.3,40
AL051948 0000,            UNNAMED,19480903, 0000,  , TS,24.5,-93.8,40
AL051948 0600,            UNNAMED,19480903, 0600,  , TS,25.1,-93.2,45
AL051948 1200,            UNNAMED,19480903,1200,  , TS,25.9,-92.6,50
AL051948 1800,            UNNAMED,19480903,1800,  , TS,26.9,-91.9,60
AL051948 0000,            UNNAMED,19480904, 0000,  , HU,27.9,-91.3,65
AL051948 0600,            UNNAMED,19480904, 0600,  , HU,28.9,-90.6,70
AL051948 0700,            UNNAMED,19480904, 0700, L, HU,29.1,-90.5,70
AL051948 1200,            UNNAMED,19480904,1200,  , TS,29.9,-90,60
AL051948 1800,            UNNAMED,19480904,1800,  , TS,31.1,-89.4,45
AL051948 0000,            UNNAMED,19480905, 0000,  , TS,32.3,-89.1,35
AL051948 0600,            UNNAMED,19480905, 0600,  , TD,33.5,-89.1,30
AL051948 1200,            UNNAMED,19480905,1200,  , TD,34.8,-89.2,25
AL051948 1800,            UNNAMED,19480905,1800,  , TD,35.8,-89.3,25
AL051948 0000,            UNNAMED,19480906, 0000,  , TD,36.5,-89.3,25
AL051948 0600,            UNNAMED,19480906, 0600,  , TD,37.5,-89.1,25
AL051948 1200,            UNNAMED,19480906,1200,  , TD,38.8,-88.6,20
AL051948 1800,            UNNAMED,19480906,1800,  , TD,40,-87.6,20
AL061948 0600,            UNNAMED,19480904, 0600,  , TS,14.3,-20.2,35
AL061948 1200,            UNNAMED,19480904,1200,  , TS,14.2,-21.3,40
AL061948 1800,            UNNAMED,19480904,1800,  , TS,14.2,-22.4,40
AL061948 0000,            UNNAMED,19480905, 0000,  , TS,14.3,-23.6,40
AL061948 0600,            UNNAMED,19480905, 0600,  , TS,14.4,-24.8,40
AL061948 1200,            UNNAMED,19480905,1200,  , TS,14.5,-26,45
AL061948 1800,            UNNAMED,19480905,1800,  , TS,14.6,-27.3,45
AL061948 0000,            UNNAMED,19480906, 0000,  , TS,14.8,-28.7,45
AL061948 0600,            UNNAMED,19480906, 0600,  , TS,15,-30.1,45
AL061948 1200,            UNNAMED,19480906,1200,  , TS,15.2,-31.5,50
AL061948 1800,            UNNAMED,19480906,1800,  , TS,15.5,-32.9,50
AL061948 0000,            UNNAMED,19480907, 0000,  , TS,16,-34.3,50
AL061948 0600,            UNNAMED,19480907, 0600,  , TS,16.6,-35.7,50
AL061948 1200,            UNNAMED,19480907,1200,  , TS,17,-37,50
AL061948 1800,            UNNAMED,19480907,1800,  , TS,17.2,-38.3,50
AL061948 0000,            UNNAMED,19480908, 0000,  , TS,17.3,-39.6,50
AL061948 0600,            UNNAMED,19480908, 0600,  , TS,17.3,-40.8,50
AL061948 1200,            UNNAMED,19480908,1200,  , TS,17.3,-42,50
AL061948 1800,            UNNAMED,19480908,1800,  , TS,17.3,-43.2,50
AL061948 0000,            UNNAMED,19480909, 0000,  , TS,17.3,-44.3,50
AL061948 0600,            UNNAMED,19480909, 0600,  , TS,17.3,-45.4,50
AL061948 1200,            UNNAMED,19480909,1200,  , TS,17.3,-46.6,50
AL061948 1800,            UNNAMED,19480909,1800,  , TS,17.3,-47.9,50
AL061948 0000,            UNNAMED,19480910, 0000,  , TS,17.4,-49.2,50
AL061948 0600,            UNNAMED,19480910, 0600,  , TS,17.6,-50.5,50
AL061948 1200,            UNNAMED,19480910,1200,  , TS,18,-51.8,50
AL061948 1800,            UNNAMED,19480910,1800,  , TS,18.5,-53.1,50
AL061948 0000,            UNNAMED,19480911, 0000,  , TS,19.4,-54.5,55
AL061948 0600,            UNNAMED,19480911, 0600,  , HU,20.4,-55.9,65
AL061948 1200,            UNNAMED,19480911,1200,  , HU,21.6,-57.4,80
AL061948 1800,            UNNAMED,19480911,1800,  , HU,22.9,-59,90
AL061948 0000,            UNNAMED,19480912, 0000,  , HU,24,-61,100
AL061948 0600,            UNNAMED,19480912, 0600,  , HU,24.6,-62,105
AL061948 1200,            UNNAMED,19480912,1200,  , HU,25.4,-62.8,110
AL061948 1800,            UNNAMED,19480912,1800,  , HU,26.8,-63.6,110
AL061948 0000,            UNNAMED,19480913, 0000,  , HU,28.5,-64.4,115
AL061948 0600,            UNNAMED,19480913, 0600,  , HU,29.8,-65.2,115
AL061948 1200,            UNNAMED,19480913,1200,  , HU,31,-65.8,115
AL061948 1800,            UNNAMED,19480913,1800,  , HU,32.3,-65.8,110
AL061948 0000,            UNNAMED,19480914, 0000,  , HU,33.7,-65.5,105
AL061948 0600,            UNNAMED,19480914, 0600,  , HU,35.1,-64.9,100
AL061948 1200,            UNNAMED,19480914,1200,  , HU,36.5,-64,95
AL061948 1800,            UNNAMED,19480914,1800,  , HU,38.5,-62.6,85
AL061948 0000,            UNNAMED,19480915, 0000,  , HU,40.3,-60.4,80
AL061948 0600,            UNNAMED,19480915, 0600,  , EX,42,-57.4,75
AL061948 1200,            UNNAMED,19480915,1200,  , EX,44.6,-53.4,70
AL061948 1800,            UNNAMED,19480915,1800,  , EX,47.1,-48.8,65
AL061948 0000,            UNNAMED,19480916, 0000,  , EX,49.8,-44.2,60
AL061948 0600,            UNNAMED,19480916, 0600,  , EX,53,-40,55
AL061948 1200,            UNNAMED,19480916,1200,  , EX,56.3,-35,55
AL061948 1800,            UNNAMED,19480916,1800,  , EX,58.3,-29,55
AL061948 0000,            UNNAMED,19480917, 0000,  , EX,60,-22,60
AL061948 0600,            UNNAMED,19480917, 0600,  , EX,61.5,-14,60
AL061948 1200,            UNNAMED,19480917,1200,  , EX,62.5,-6,60
AL071948 1200,            UNNAMED,19480907,1200,  , EX,36,-58,40
AL071948 1800,            UNNAMED,19480907,1800,  , TS,35.8,-60,45
AL071948 0000,            UNNAMED,19480908, 0000,  , TS,36,-61.5,45
AL071948 0600,            UNNAMED,19480908, 0600,  , TS,36.3,-62.5,50
AL071948 1200,            UNNAMED,19480908,1200,  , TS,36.8,-63.2,50
AL071948 1800,            UNNAMED,19480908,1800,  , TS,37.3,-63.7,55
AL071948 0000,            UNNAMED,19480909, 0000,  , TS,37.9,-64,55
AL071948 0600,            UNNAMED,19480909, 0600,  , TS,38.5,-64,50
AL071948 1200,            UNNAMED,19480909,1200,  , TS,39.1,-63.9,45
AL071948 1800,            UNNAMED,19480909,1800,  , TS,40.1,-63.4,45
AL071948 0000,            UNNAMED,19480910, 0000,  , EX,41.3,-62.3,40
AL071948 0600,            UNNAMED,19480910, 0600,  , EX,42.5,-61,40
AL071948 1200,            UNNAMED,19480910,1200,  , EX,44,-58.5,40
AL071948 1800,            UNNAMED,19480910,1800,  , EX,46,-55,35
AL081948 0600,            UNNAMED,19480918, 0600,  , TS,18.2,-79.2,40
AL081948 1200,            UNNAMED,19480918,1200,  , TS,18.2,-79.8,50
AL081948 1800,            UNNAMED,19480918,1800,  , TS,18.3,-80.4,60
AL081948 0000,            UNNAMED,19480919, 0000,  , HU,18.5,-80.8,70
AL081948 0600,            UNNAMED,19480919, 0600,  , HU,18.8,-81.1,80
AL081948 1200,            UNNAMED,19480919,1200,  , HU,19.2,-81.5,90
AL081948 1800,            UNNAMED,19480919,1800,  , HU,19.6,-81.9,105
AL081948 0000,            UNNAMED,19480920, 0000,  , HU,20,-82.2,110
AL081948 0600,            UNNAMED,19480920, 0600,  , HU,20.5,-82.3,110
AL081948 1200,            UNNAMED,19480920,1200,  , HU,21.2,-82.3,110
AL081948 1800,            UNNAMED,19480920,1800,  , HU,21.9,-82.3,110
AL081948 2200,            UNNAMED,19480920,2200, L, HU,22.3,-82.1,110
AL081948 0000,            UNNAMED,19480921, 0000,  , HU,22.6,-82.1,110
AL081948 0100,            UNNAMED,19480921, 0100, L, HU,22.7,-82,110
AL081948 0600,            UNNAMED,19480921, 0600,  , HU,23.3,-81.9,100
AL081948 1200,            UNNAMED,19480921,1200,  , HU,24,-81.7,105
AL081948 1700,            UNNAMED,19480921,1700, L, HU,24.6,-81.6,105
AL081948 1800,            UNNAMED,19480921,1800,  , HU,24.7,-81.5,105
AL081948 0000,            UNNAMED,19480922, 0000,  , HU,25.4,-81.4,115
AL081948 0500,            UNNAMED,19480922, 0500, L, HU,25.8,-81.3,115
AL081948 0600,            UNNAMED,19480922, 0600,  , HU,26,-81.2,115
AL081948 1200,            UNNAMED,19480922,1200,  , HU,26.5,-80.8,85
AL081948 1800,            UNNAMED,19480922,1800,  , HU,27.3,-80.1,80
AL081948 0000,            UNNAMED,19480923, 0000,  , HU,27.9,-78.9,80
AL081948 0600,            UNNAMED,19480923, 0600,  , HU,28.5,-77.6,85
AL081948 1200,            UNNAMED,19480923,1200,  , HU,29.6,-75.7,90
AL081948 1800,            UNNAMED,19480923,1800,  , HU,31,-73.6,90
AL081948 0000,            UNNAMED,19480924, 0000,  , HU,33,-71.6,85
AL081948 0600,            UNNAMED,19480924, 0600,  , EX,35.1,-69.5,75
AL081948 1200,            UNNAMED,19480924,1200,  , EX,37.1,-66.9,65
AL081948 1800,            UNNAMED,19480924,1800,  , EX,39.3,-62,60
AL081948 0000,            UNNAMED,19480925, 0000,  , EX,41.5,-57.5,55
AL081948 0600,            UNNAMED,19480925, 0600,  , EX,43.3,-52.8,50
AL081948 1200,            UNNAMED,19480925,1200,  , EX,44.6,-48.6,45
AL081948 1800,            UNNAMED,19480925,1800,  , EX,46,-43.7,45
